StrideIndex,Subject,Trial,Speed
90,AB27,LevelGround_cw_slow_01_05_11,slow
91,AB27,LevelGround_cw_slow_01_05_12,slow
92,AB27,levelground_ccw_normal_01_01_03,normal
93,AB27,levelground_ccw_normal_01_01_09,normal
94,AB27,levelground_ccw_normal_01_01_10,normal
95,AB27,levelground_ccw_normal_01_02_03,normal
96,AB27,levelground_ccw_normal_01_02_09,normal
97,AB27,levelground_ccw_normal_01_02_10,normal
98,AB27,levelground_ccw_normal_01_03_03,normal
99,AB27,levelground_ccw_normal_01_03_09,normal
100,AB27,levelground_ccw_normal_01_03_10,normal
101,AB27,levelground_ccw_normal_01_04_03,normal
102,AB27,levelground_ccw_normal_01_04_04,normal
103,AB27,levelground_ccw_normal_01_04_09,normal
104,AB27,levelground_ccw_normal_01_04_10,normal
105,AB27,levelground_ccw_normal_01_05_03,normal
106,AB27,levelground_ccw_normal_01_05_09,normal
107,AB27,levelground_ccw_normal_01_05_10,normal
108,AB27,levelground_ccw_slow_02_01_03,slow
109,AB27,levelground_ccw_slow_02_01_04,slow
110,AB27,levelground_ccw_slow_02_01_09,slow
111,AB27,levelground_ccw_slow_02_01_10,slow
112,AB27,levelground_ccw_slow_02_02_03,slow
113,AB27,levelground_ccw_slow_02_02_04,slow
114,AB27,levelground_ccw_slow_02_02_09,slow
115,AB27,levelground_ccw_slow_02_02_10,slow
116,AB27,levelground_cw_fast_01_01_02,fast
117,AB27,levelground_cw_fast_01_01_03,fast
118,AB27,levelground_cw_fast_01_01_04,fast
119,AB27,levelground_cw_fast_01_01_10,fast
120,AB27,levelground_cw_fast_01_01_11,fast
121,AB27,levelground_cw_fast_01_02_02,fast
122,AB27,levelground_cw_fast_01_02_03,fast
123,AB27,levelground_cw_fast_01_02_04,fast
124,AB27,levelground_cw_fast_01_02_10,fast
125,AB27,levelground_cw_fast_01_02_11,fast
126,AB27,levelground_cw_fast_01_03_02,fast
127,AB27,levelground_cw_fast_01_03_03,fast
128,AB27,levelground_cw_fast_01_03_04,fast
129,AB27,levelground_cw_fast_01_03_10,fast
130,AB27,levelground_cw_fast_01_03_11,fast
131,AB27,levelground_cw_fast_01_04_02,fast
132,AB27,levelground_cw_fast_01_04_03,fast
133,AB27,levelground_cw_fast_01_04_04,fast
134,AB27,levelground_cw_fast_01_04_10,fast
135,AB27,levelground_cw_fast_01_04_11,fast
136,AB27,levelground_cw_fast_01_05_02,fast
137,AB27,levelground_cw_fast_01_05_03,fast
138,AB27,levelground_cw_fast_01_05_04,fast
139,AB27,levelground_cw_fast_01_05_10,fast
140,AB27,levelground_cw_fast_01_05_11,fast
