StrideIndex,Subject,Trial,Speed
56,AB10,levelground_cw_fast_01_03_09,fast
57,AB10,levelground_cw_fast_01_03_10,fast
58,AB10,levelground_cw_fast_01_04_02,fast
59,AB10,levelground_cw_fast_01_04_03,fast
60,AB10,levelground_cw_fast_01_04_04,fast
61,AB10,levelground_cw_fast_01_04_09,fast
62,AB10,levelground_cw_fast_01_05_02,fast
63,AB10,levelground_cw_fast_01_05_03,fast
64,AB10,levelground_cw_fast_01_05_04,fast
65,AB10,levelground_cw_fast_01_05_09,fast
66,AB10,levelground_cw_fast_02_01_02,fast
67,AB10,levelground_cw_fast_02_01_03,fast
68,AB10,levelground_cw_fast_02_01_04,fast
69,AB10,levelground_cw_fast_02_01_09,fast
70,AB10,levelground_cw_normal_01_01_02,normal
71,AB10,levelground_cw_normal_01_01_03,normal
72,AB10,levelground_cw_normal_01_01_04,normal
73,AB10,levelground_cw_normal_01_01_10,normal
74,AB10,levelground_cw_normal_01_01_11,normal
75,AB10,levelground_cw_normal_01_02_03,normal
76,AB10,levelground_cw_normal_01_02_04,normal
77,AB10,levelground_cw_normal_01_02_05,normal
78,AB10,levelground_cw_normal_01_02_11,normal
79,AB10,levelground_cw_normal_01_02_12,normal
80,AB10,levelground_cw_normal_01_03_03,normal
81,AB10,levelground_cw_normal_01_03_04,normal
82,AB10,levelground_cw_normal_01_03_05,normal
83,AB10,levelground_cw_normal_01_03_11,normal
84,AB10,levelground_cw_normal_01_03_12,normal
85,AB10,levelground_cw_normal_01_04_02,normal
86,AB10,levelground_cw_normal_01_04_03,normal
87,AB10,levelground_cw_normal_01_04_04,normal
88,AB10,levelground_cw_normal_01_04_10,normal
89,AB10,levelground_cw_normal_01_04_11,normal
90,AB10,levelground_cw_normal_01_05_03,normal
91,AB10,levelground_cw_normal_01_05_04,normal
92,AB10,levelground_cw_normal_01_05_05,normal
93,AB10,levelground_cw_normal_01_05_06,normal
94,AB10,levelground_cw_normal_01_05_11,normal
95,AB10,levelground_cw_normal_01_05_12,normal
96,AB10,levelground_cw_slow_01_01_02,slow
97,AB10,levelground_cw_slow_01_01_03,slow
98,AB10,levelground_cw_slow_01_01_04,slow
99,AB10,levelground_cw_slow_01_01_05,slow
100,AB10,levelground_cw_slow_01_01_11,slow
101,AB10,levelground_cw_slow_01_01_12,slow
102,AB10,levelground_cw_slow_01_02_03,slow
103,AB10,levelground_cw_slow_01_02_04,slow
104,AB10,levelground_cw_slow_01_02_05,slow
105,AB10,levelground_cw_slow_01_02_06,slow
106,AB10,levelground_cw_slow_01_02_12,slow
107,AB10,levelground_cw_slow_01_02_13,slow
108,AB10,levelground_cw_slow_01_03_02,slow
109,AB10,levelground_cw_slow_01_03_03,slow
110,AB10,levelground_cw_slow_01_03_04,slow
111,AB10,levelground_cw_slow_01_03_05,slow
112,AB10,levelground_cw_slow_01_03_11,slow
113,AB10,levelground_cw_slow_01_03_12,slow
114,AB10,levelground_cw_slow_01_04_03,slow
115,AB10,levelground_cw_slow_01_04_04,slow
116,AB10,levelground_cw_slow_01_04_05,slow
117,AB10,levelground_cw_slow_01_04_06,slow
118,AB10,levelground_cw_slow_01_04_12,slow
119,AB10,levelground_cw_slow_01_05_02,slow
120,AB10,levelground_cw_slow_01_05_03,slow
121,AB10,levelground_cw_slow_01_05_04,slow
122,AB10,levelground_cw_slow_01_05_05,slow
123,AB10,levelground_cw_slow_01_05_11,slow
124,AB10,levelground_cw_slow_01_05_12,slow
125,AB10,levelground_cw_slow_02_01_02,slow
126,AB10,levelground_cw_slow_02_01_03,slow
127,AB10,levelground_cw_slow_02_01_04,slow
128,AB10,levelground_cw_slow_02_01_05,slow
129,AB10,levelground_cw_slow_02_01_11,slow
130,AB10,levelground_cw_slow_02_01_12,slow
