StrideIndex,Subject,Trial,Speed
89,AB20,levelground_cw_normal_01_05_05,normal
90,AB20,levelground_cw_normal_01_05_11,normal
91,AB20,levelground_cw_normal_01_05_12,normal
92,AB20,levelground_cw_slow_01_01_02,slow
93,AB20,levelground_cw_slow_01_01_03,slow
94,AB20,levelground_cw_slow_01_01_04,slow
95,AB20,levelground_cw_slow_01_01_05,slow
96,AB20,levelground_cw_slow_01_01_11,slow
97,AB20,levelground_cw_slow_01_01_12,slow
98,AB20,levelground_cw_slow_01_02_02,slow
99,AB20,levelground_cw_slow_01_02_03,slow
100,AB20,levelground_cw_slow_01_02_04,slow
101,AB20,levelground_cw_slow_01_02_05,slow
102,AB20,levelground_cw_slow_01_02_11,slow
103,AB20,levelground_cw_slow_01_02_12,slow
104,AB20,levelground_cw_slow_01_03_02,slow
105,AB20,levelground_cw_slow_01_03_03,slow
106,AB20,levelground_cw_slow_01_03_04,slow
107,AB20,levelground_cw_slow_01_03_05,slow
108,AB20,levelground_cw_slow_01_03_11,slow
109,AB20,levelground_cw_slow_01_03_12,slow
110,AB20,levelground_cw_slow_01_04_02,slow
111,AB20,levelground_cw_slow_01_04_03,slow
112,AB20,levelground_cw_slow_01_04_04,slow
113,AB20,levelground_cw_slow_01_04_05,slow
114,AB20,levelground_cw_slow_01_04_11,slow
115,AB20,levelground_cw_slow_01_04_12,slow
116,AB20,levelground_cw_slow_01_05_02,slow
117,AB20,levelground_cw_slow_01_05_03,slow
118,AB20,levelground_cw_slow_01_05_04,slow
119,AB20,levelground_cw_slow_01_05_05,slow
120,AB20,levelground_cw_slow_01_05_11,slow
121,AB20,levelground_cw_slow_01_05_12,slow
