StrideIndex,Subject,Trial,Speed
64,AB24,levelground_cw_fast_01_04_04,fast
65,AB24,levelground_cw_fast_01_04_05,fast
66,AB24,levelground_cw_fast_01_04_10,fast
67,AB24,levelground_cw_fast_01_05_03,fast
68,AB24,levelground_cw_fast_01_05_04,fast
69,AB24,levelground_cw_fast_01_05_05,fast
70,AB24,levelground_cw_fast_01_05_10,fast
71,AB24,levelground_cw_normal_01_01_02,normal
72,AB24,levelground_cw_normal_01_01_03,normal
73,AB24,levelground_cw_normal_01_01_04,normal
74,AB24,levelground_cw_normal_01_01_10,normal
75,AB24,levelground_cw_normal_01_02_02,normal
76,AB24,levelground_cw_normal_01_02_03,normal
77,AB24,levelground_cw_normal_01_02_04,normal
78,AB24,levelground_cw_normal_01_02_10,normal
79,AB24,levelground_cw_normal_02_01_02,normal
80,AB24,levelground_cw_normal_02_01_03,normal
81,AB24,levelground_cw_normal_02_01_04,normal
82,AB24,levelground_cw_normal_02_01_10,normal
83,AB24,levelground_cw_normal_02_02_02,normal
84,AB24,levelground_cw_normal_02_02_03,normal
85,AB24,levelground_cw_normal_02_02_04,normal
86,AB24,levelground_cw_normal_02_02_10,normal
87,AB24,levelground_cw_normal_02_03_02,normal
88,AB24,levelground_cw_normal_02_03_03,normal
89,AB24,levelground_cw_normal_02_03_04,normal
90,AB24,levelground_cw_normal_02_03_10,normal
91,AB24,levelground_cw_slow_01_01_02,slow
92,AB24,levelground_cw_slow_01_01_03,slow
93,AB24,levelground_cw_slow_01_01_04,slow
94,AB24,levelground_cw_slow_01_01_05,slow
95,AB24,levelground_cw_slow_01_01_10,slow
96,AB24,levelground_cw_slow_01_01_11,slow
97,AB24,levelground_cw_slow_01_02_02,slow
98,AB24,levelground_cw_slow_01_02_03,slow
99,AB24,levelground_cw_slow_01_02_04,slow
100,AB24,levelground_cw_slow_01_02_05,slow
101,AB24,levelground_cw_slow_01_02_10,slow
102,AB24,levelground_cw_slow_01_02_11,slow
103,AB24,levelground_cw_slow_01_03_02,slow
104,AB24,levelground_cw_slow_01_03_03,slow
105,AB24,levelground_cw_slow_01_03_04,slow
106,AB24,levelground_cw_slow_01_03_05,slow
107,AB24,levelground_cw_slow_01_03_10,slow
108,AB24,levelground_cw_slow_01_03_11,slow
109,AB24,levelground_cw_slow_01_04_02,slow
110,AB24,levelground_cw_slow_01_04_03,slow
111,AB24,levelground_cw_slow_01_04_04,slow
112,AB24,levelground_cw_slow_01_04_05,slow
113,AB24,levelground_cw_slow_01_04_10,slow
114,AB24,levelground_cw_slow_01_04_11,slow
115,AB24,levelground_cw_slow_01_05_02,slow
116,AB24,levelground_cw_slow_01_05_03,slow
117,AB24,levelground_cw_slow_01_05_04,slow
118,AB24,levelground_cw_slow_01_05_05,slow
119,AB24,levelground_cw_slow_01_05_10,slow
120,AB24,levelground_cw_slow_01_05_11,slow
