StrideIndex,Subject,Trial,Speed
79,AB11,levelground_cw_normal_01_03_03,normal
80,AB11,levelground_cw_normal_01_03_04,normal
81,AB11,levelground_cw_normal_01_03_05,normal
82,AB11,levelground_cw_normal_01_03_06,normal
83,AB11,levelground_cw_normal_01_03_12,normal
84,AB11,levelground_cw_normal_01_03_13,normal
85,AB11,levelground_cw_normal_01_04_03,normal
86,AB11,levelground_cw_normal_01_04_04,normal
87,AB11,levelground_cw_normal_01_04_05,normal
88,AB11,levelground_cw_normal_01_04_12,normal
89,AB11,levelground_cw_normal_01_04_13,normal
90,AB11,levelground_cw_normal_02_01_02,normal
91,AB11,levelground_cw_normal_02_01_03,normal
92,AB11,levelground_cw_normal_02_01_04,normal
93,AB11,levelground_cw_normal_02_01_05,normal
94,AB11,levelground_cw_normal_02_01_11,normal
95,AB11,levelground_cw_normal_02_01_12,normal
96,AB11,levelground_cw_slow_01_01_02,slow
97,AB11,levelground_cw_slow_01_01_03,slow
98,AB11,levelground_cw_slow_01_01_04,slow
99,AB11,levelground_cw_slow_01_01_05,slow
100,AB11,levelground_cw_slow_01_01_11,slow
101,AB11,levelground_cw_slow_01_01_12,slow
102,AB11,levelground_cw_slow_01_02_02,slow
103,AB11,levelground_cw_slow_01_02_03,slow
104,AB11,levelground_cw_slow_01_02_04,slow
105,AB11,levelground_cw_slow_01_02_05,slow
106,AB11,levelground_cw_slow_01_02_11,slow
107,AB11,levelground_cw_slow_01_02_12,slow
108,AB11,levelground_cw_slow_01_03_02,slow
109,AB11,levelground_cw_slow_01_03_03,slow
110,AB11,levelground_cw_slow_01_03_04,slow
111,AB11,levelground_cw_slow_01_03_05,slow
112,AB11,levelground_cw_slow_01_03_11,slow
113,AB11,levelground_cw_slow_01_03_12,slow
114,AB11,levelground_cw_slow_01_04_02,slow
115,AB11,levelground_cw_slow_01_04_03,slow
116,AB11,levelground_cw_slow_01_04_04,slow
117,AB11,levelground_cw_slow_01_04_05,slow
118,AB11,levelground_cw_slow_01_04_11,slow
119,AB11,levelground_cw_slow_01_04_12,slow
120,AB11,levelground_cw_slow_02_01_02,slow
121,AB11,levelground_cw_slow_02_01_03,slow
122,AB11,levelground_cw_slow_02_01_04,slow
123,AB11,levelground_cw_slow_02_01_05,slow
124,AB11,levelground_cw_slow_02_01_11,slow
125,AB11,levelground_cw_slow_02_01_12,slow
