StrideIndex,Subject,Trial,Speed
52,AB09,levelground_ccw_slow_01_04_11,slow
53,AB09,levelground_ccw_slow_01_04_12,slow
54,AB09,levelground_ccw_slow_01_05_03,slow
55,AB09,levelground_ccw_slow_01_05_04,slow
56,AB09,levelground_ccw_slow_01_05_10,slow
57,AB09,levelground_ccw_slow_01_05_11,slow
58,AB09,levelground_ccw_slow_01_05_12,slow
59,AB09,levelground_ccw_slow_02_01_03,slow
60,AB09,levelground_ccw_slow_02_01_10,slow
61,AB09,levelground_ccw_slow_02_01_11,slow
62,AB09,levelground_ccw_slow_02_01_12,slow
63,AB09,levelground_ccw_slow_02_01_13,slow
64,AB09,levelground_ccw_slow_02_02_03,slow
65,AB09,levelground_ccw_slow_02_02_04,slow
66,AB09,levelground_ccw_slow_02_02_10,slow
67,AB09,levelground_ccw_slow_02_02_11,slow
68,AB09,levelground_ccw_slow_02_02_12,slow
69,AB09,levelground_cw_fast_01_01_02,fast
70,AB09,levelground_cw_fast_01_01_03,fast
71,AB09,levelground_cw_fast_01_01_04,fast
72,AB09,levelground_cw_fast_01_01_05,fast
73,AB09,levelground_cw_fast_01_01_11,fast
74,AB09,levelground_cw_fast_01_02_02,fast
75,AB09,levelground_cw_fast_01_02_03,fast
76,AB09,levelground_cw_fast_01_02_04,fast
77,AB09,levelground_cw_fast_01_02_11,fast
78,AB09,levelground_cw_fast_01_03_02,fast
79,AB09,levelground_cw_fast_01_03_03,fast
80,AB09,levelground_cw_fast_01_03_04,fast
81,AB09,levelground_cw_fast_01_03_05,fast
82,AB09,levelground_cw_fast_01_03_11,fast
83,AB09,levelground_cw_fast_01_04_02,fast
84,AB09,levelground_cw_fast_01_04_03,fast
85,AB09,levelground_cw_fast_01_04_04,fast
86,AB09,levelground_cw_fast_01_04_05,fast
87,AB09,levelground_cw_fast_01_04_11,fast
88,AB09,levelground_cw_fast_01_05_02,fast
89,AB09,levelground_cw_fast_01_05_03,fast
90,AB09,levelground_cw_fast_01_05_04,fast
91,AB09,levelground_cw_fast_01_05_11,fast
92,AB09,levelground_cw_normal_01_01_03,normal
93,AB09,levelground_cw_normal_01_01_04,normal
94,AB09,levelground_cw_normal_01_01_05,normal
95,AB09,levelground_cw_normal_01_01_06,normal
96,AB09,levelground_cw_normal_01_01_13,normal
97,AB09,levelground_cw_normal_01_01_14,normal
98,AB09,levelground_cw_normal_01_02_02,normal
99,AB09,levelground_cw_normal_01_02_03,normal
100,AB09,levelground_cw_normal_01_02_04,normal
101,AB09,levelground_cw_normal_01_02_05,normal
102,AB09,levelground_cw_normal_01_02_12,normal
103,AB09,levelground_cw_normal_01_03_03,normal
104,AB09,levelground_cw_normal_01_03_04,normal
105,AB09,levelground_cw_normal_01_03_05,normal
106,AB09,levelground_cw_normal_01_03_06,normal
107,AB09,levelground_cw_normal_01_03_12,normal
108,AB09,levelground_cw_normal_01_03_13,normal
109,AB09,levelground_cw_normal_01_04_02,normal
110,AB09,levelground_cw_normal_01_04_03,normal
111,AB09,levelground_cw_normal_01_04_04,normal
112,AB09,levelground_cw_normal_01_04_05,normal
113,AB09,levelground_cw_normal_01_04_11,normal
114,AB09,levelground_cw_normal_01_04_12,normal
115,AB09,levelground_cw_normal_01_04_13,normal
116,AB09,levelground_cw_normal_02_01_03,normal
117,AB09,levelground_cw_normal_02_01_04,normal
118,AB09,levelground_cw_normal_02_01_05,normal
119,AB09,levelground_cw_normal_02_01_06,normal
120,AB09,levelground_cw_normal_02_01_13,normal
121,AB09,levelground_cw_normal_02_01_14,normal
122,AB09,levelground_cw_slow_01_01_02,slow
123,AB09,levelground_cw_slow_01_01_03,slow
124,AB09,levelground_cw_slow_01_01_04,slow
125,AB09,levelground_cw_slow_01_01_05,slow
126,AB09,levelground_cw_slow_01_01_06,slow
127,AB09,levelground_cw_slow_01_01_07,slow
128,AB09,levelground_cw_slow_01_01_13,slow
129,AB09,levelground_cw_slow_01_01_14,slow
130,AB09,levelground_cw_slow_01_01_15,slow
131,AB09,levelground_cw_slow_01_02_02,slow
132,AB09,levelground_cw_slow_01_02_03,slow
133,AB09,levelground_cw_slow_01_02_04,slow
134,AB09,levelground_cw_slow_01_02_05,slow
135,AB09,levelground_cw_slow_01_02_06,slow
136,AB09,levelground_cw_slow_01_02_14,slow
137,AB09,levelground_cw_slow_01_02_15,slow
138,AB09,levelground_cw_slow_01_03_02,slow
139,AB09,levelground_cw_slow_01_03_03,slow
140,AB09,levelground_cw_slow_01_03_04,slow
141,AB09,levelground_cw_slow_01_03_05,slow
142,AB09,levelground_cw_slow_01_03_06,slow
143,AB09,levelground_cw_slow_01_03_14,slow
144,AB09,levelground_cw_slow_01_04_03,slow
145,AB09,levelground_cw_slow_01_04_04,slow
146,AB09,levelground_cw_slow_01_04_05,slow
147,AB09,levelground_cw_slow_01_04_06,slow
148,AB09,levelground_cw_slow_01_04_07,slow
149,AB09,levelground_cw_slow_01_04_15,slow
150,AB09,levelground_cw_slow_02_01_02,slow
151,AB09,levelground_cw_slow_02_01_03,slow
152,AB09,levelground_cw_slow_02_01_04,slow
153,AB09,levelground_cw_slow_02_01_05,slow
154,AB09,levelground_cw_slow_02_01_06,slow
155,AB09,levelground_cw_slow_02_01_13,slow
156,AB09,levelground_cw_slow_02_02_03,slow
157,AB09,levelground_cw_slow_02_02_04,slow
158,AB09,levelground_cw_slow_02_02_05,slow
159,AB09,levelground_cw_slow_02_02_06,slow
160,AB09,levelground_cw_slow_02_02_07,slow
161,AB09,levelground_cw_slow_02_02_14,slow
162,AB09,levelground_cw_slow_02_02_15,slow
